3783 14124
136 1239 -1
136 1427 1
136 523 1
136 1428 1
136 1429 1
136 1430 1
136 1431 1
46 136 1
136 1432 1
136 688 1
136 277 1
136 1119 1
136 1244 1
136 1433 1
136 1434 1
136 1435 1
136 1436 1
136 1437 1
136 988 1
136 1075 -1
136 714 -1
136 1240 -1
136 1438 -1
136 1439 -1
136 1250 -1
136 1251 -1
136 1440 -1
136 1441 -1
136 590 -1
136 1442 -1
136 1443 -1
22 54 1
54 541 1
54 284 1
54 1360 1
54 1444 1
54 516 1
14 54 1
44 54 1
54 270 1
54 350 1
54 80 1
54 1295 1
54 716 1
52 54 1
54 530 1
54 571 1
54 263 1
54 588 1
54 680 1
54 124 1
54 777 1
54 627 1
54 140 1
54 1234 1
54 520 1
54 625 1
54 525 1
54 116 1
54 1445 1
54 1446 1
54 71 1
54 521 1
54 1447 1
54 1316 1
54 967 1
54 536 1
54 919 1
40 54 1
54 1448 1
54 838 1
54 1449 1
54 262 1
54 1450 1
54 268 1
54 1451 1
54 1284 1
54 1452 1
54 529 1
54 957 1
54 574 1
54 95 1
54 1453 1
54 1454 1
54 1455 1
54 1456 1
54 1457 1
54 1458 1
54 563 1
54 877 1
54 321 1
54 138 1
54 137 1
54 569 1
54 532 1
54 1459 1
54 1460 1
54 770 1
54 239 1
54 617 1
54 730 1
54 100 1
54 1461 1
54 779 1
54 1462 1
54 222 1
54 868 1
54 1463 1
54 130 1
54 549 1
54 719 1
54 795 1
54 1464 1
54 226 1
54 1465 1
54 1440 1
54 1048 1
54 1466 1
54 1467 1
12 54 1
54 1468 1
54 1205 1
54 1469 1
54 1196 1
54 285 1
54 1470 1
54 1471 1
54 1472 1
54 710 1
54 559 1
54 623 1
54 1473 1
54 1100 1
54 1474 1
54 339 1
54 410 1
54 1399 1
54 1475 1
54 1476 1
54 1477 1
54 621 1
54 685 1
54 84 1
54 707 1
54 1322 1
54 1478 1
54 1479 1
54 272 1
54 1480 1
54 1481 1
54 1482 1
54 590 1
54 1483 1
54 522 1
54 596 1
54 1484 1
54 348 1
54 1485 1
54 1486 1
54 558 1
54 931 1
54 1487 1
54 992 1
54 1488 1
54 145 1
54 638 1
54 1489 1
54 1490 1
54 1443 1
39 54 1
54 390 1
54 592 1
54 539 1
54 1491 1
54 1492 1
54 1493 1
54 1494 1
54 1495 1
54 1496 1
54 894 1
54 155 1
54 932 1
54 1497 1
54 1498 1
54 684 1
54 1499 1
54 1500 1
54 1501 1
54 950 1
47 54 -1
54 702 1
54 1502 1
54 537 1
54 618 1
54 1503 1
54 1163 1
54 636 1
54 593 1
54 1504 1
54 1505 1
51 54 -1
54 758 -1
54 1506 -1
54 306 -1
54 1507 -1
54 360 -1
54 589 -1
44 717 1
44 1173 1
44 660 1
44 1190 1
44 1022 1
44 277 1
44 685 1
44 591 1
44 726 1
44 1355 1
44 550 1
44 361 1
44 682 1
44 71 1
44 134 1
44 1027 1
44 566 1
44 1312 1
44 423 1
44 1508 1
44 1509 1
44 575 1
44 1409 1
44 951 1
31 44 1
44 140 1
44 522 1
44 374 1
44 779 1
44 736 1
44 817 1
23 44 1
44 245 1
44 1389 1
44 1294 1
44 954 1
44 588 1
44 625 1
44 357 1
44 130 1
44 557 1
44 1446 1
44 132 1
44 1460 1
44 555 1
44 1510 1
44 1159 1
44 1511 1
44 1512 1
44 744 1
44 553 1
44 118 1
44 800 1
44 350 1
44 611 1
44 1361 1
44 1300 1
44 683 1
44 1513 1
44 710 1
44 465 1
44 285 1
44 1328 1
44 1478 1
44 1244 1
44 618 1
44 1514 1
44 1515 1
44 529 1
44 638 1
44 1516 1
44 631 1
44 1517 1
44 990 1
44 621 1
44 1363 1
44 1445 1
44 175 1
44 580 1
44 1044 1
44 1518 1
44 711 1
44 1519 1
44 1039 1
44 1520 1
44 610 1
44 933 1
44 1521 1
44 1047 1
44 1522 1
44 530 1
44 1099 1
44 141 1
44 190 1
44 1523 1
44 182 1
44 1010 1
44 809 1
44 1524 1
44 1025 1
44 1049 1
44 1285 1
44 1463 1
44 262 1
44 1525 1
44 811 1
44 1526 1
44 259 1
44 1527 1
9 44 1
44 254 1
44 1528 1
44 881 1
44 559 1
44 272 1
44 795 1
44 1033 1
44 1284 1
44 840 1
44 813 1
44 1359 1
44 1529 1
44 626 1
44 783 1
44 623 1
44 1011 1
44 283 1
44 614 1
44 284 1
44 1530 1
44 1531 1
44 1532 1
44 770 1
44 1533 1
44 1477 1
44 1534 1
44 1535 1
44 122 1
44 129 1
44 763 1
44 1536 1
44 302 1
44 304 1
44 321 1
44 125 1
44 1537 1
44 1538 1
44 1539 1
44 1540 1
44 558 1
44 1321 1
44 1541 1
44 1542 1
44 590 1
44 1543 1
44 1482 1
44 857 1
44 629 1
44 1544 1
44 1413 1
44 823 1
44 1102 1
44 843 1
44 1545 1
44 356 1
38 44 1
44 1546 1
44 893 1
44 1547 1
44 633 1
44 1548 1
44 1549 1
44 1207 1
44 556 1
44 596 1
44 889 1
44 1506 1
44 676 -1
44 732 -1
44 563 -1
44 81 -1
44 47 -1
44 514 -1
44 542 -1
44 612 -1
44 564 -1
44 645 -1
44 628 -1
44 572 -1
44 80 -1
44 222 -1
44 1009 -1
44 785 -1
44 716 -1
44 617 1
44 543 1
44 367 1
21 44 1
44 83 1
44 1163 1
44 1550 1
44 1551 1
44 549 1
44 1108 1
44 1552 1
44 1553 1
44 545 1
44 1554 1
44 627 1
44 911 1
44 1555 1
44 1556 1
44 1438 1
44 1557 1
44 1558 -1
44 879 -1
44 758 -1
44 1229 -1
44 1559 -1
44 1560 -1
44 705 -1
44 541 -1
44 1443 -1
44 1561 -1
44 589 -1
44 1562 -1
44 1563 -1
44 1564 -1
817 1565 1
728 817 1
817 824 1
564 817 1
423 817 1
817 1365 1
185 817 1
817 1021 1
817 832 1
817 1466 1
193 817 1
52 817 1
710 817 1
785 817 1
175 817 1
571 817 1
817 857 1
617 817 1
817 1566 1
817 1041 1
817 1049 1
118 817 1
817 1567 1
40 817 1
817 1017 1
817 1224 1
190 817 1
525 817 1
817 1062 1
817 1052 1
817 820 1
817 1297 1
817 1249 1
778 817 1
53 817 1
542 817 1
753 817 1
453 817 1
729 817 1
817 1205 1
660 817 1
346 817 1
817 1125 1
260 817 1
536 817 1
779 817 1
186 817 1
817 1312 1
817 1024 1
732 817 1
817 1568 1
744 817 1
817 1569 1
817 877 1
817 1124 1
16 817 1
817 1018 1
514 817 1
540 817 1
817 1044 1
817 1230 1
817 1570 1
607 817 1
707 817 1
771 817 1
164 817 1
817 1135 1
817 1571 1
817 1314 1
817 1572 1
817 1573 1
817 1574 1
553 817 1
817 1575 1
736 817 1
817 1576 1
543 817 1
817 1095 1
817 1027 1
19 817 1
817 1577 1
817 1037 1
817 1578 1
817 851 1
817 1579 1
717 817 1
817 1580 1
587 817 1
782 817 1
817 1101 1
103 817 1
817 1581 1
817 1582 1
817 1583 1
817 1004 1
714 817 1
817 819 1
817 1584 1
817 1585 1
817 1399 1
817 1222 1
817 1009 1
817 882 1
130 817 1
188 817 1
107 817 1
222 817 1
817 1060 1
232 817 1
162 817 1
817 1586 1
817 1056 1
788 817 1
259 817 1
817 1116 1
817 825 1
716 817 1
817 1448 1
817 1587 1
733 817 1
817 1588 1
817 1016 1
817 1589 1
817 879 1
817 1214 1
817 1014 1
46 817 1
817 1118 1
513 683 1
258 683 1
683 1590 1
683 1591 1
683 1565 1
683 1592 1
660 683 1
683 1593 1
683 1051 1
683 1108 1
683 1594 1
563 683 1
683 1595 1
683 1037 1
244 683 1
683 1596 1
683 1597 1
683 1072 1
541 683 1
683 1533 1
683 1598 1
683 1599 1
611 683 1
575 683 1
683 806 1
683 815 1
572 683 1
683 1600 1
683 1601 1
683 1602 1
683 1325 1
683 1603 1
683 1604 1
683 1605 1
683 1606 1
683 795 1
683 1607 1
683 1223 1
683 1043 1
683 1067 1
683 1045 1
683 1608 1
278 683 1
683 1609 1
683 1610 1
683 1611 1
269 683 1
272 683 1
683 1612 1
683 1613 1
683 1284 1
80 683 1
586 683 1
619 683 1
683 1614 1
683 1571 1
683 1615 1
683 1616 1
683 1617 1
683 1618 1
683 1619 1
683 1620 1
110 683 1
683 1031 1
683 1621 1
683 1622 1
140 683 1
683 1623 1
683 1624 1
683 1625 1
683 1626 1
683 1627 1
683 1628 1
683 1629 1
683 1630 1
683 1631 1
683 1632 1
242 683 1
683 1633 1
683 1634 1
43 683 1
683 1635 1
683 1636 1
683 1637 1
683 1638 1
683 690 1
683 1639 1
683 877 1
683 1640 1
683 1641 1
683 1642 1
683 1643 1
683 1644 1
683 1469 1
683 1645 1
683 1646 1
683 1647 1
683 1648 1
683 1649 1
683 1650 1
683 1651 1
683 1652 1
47 683 1
623 683 1
628 683 1
137 683 1
588 683 1
625 683 1
519 683 1
3 683 -1
683 1172 -1
683 1653 -1
683 1239 -1
683 1654 1
683 1655 1
683 1656 1
31 683 1
683 1657 1
683 1658 1
683 1659 1
683 1660 1
683 1661 1
683 1185 1
683 1662 1
683 1663 1
683 871 1
9 683 1
683 1664 1
683 1368 1
683 1665 1
477 683 -1
683 1666 -1
683 1667 -1
683 988 -1
683 1668 -1
134 683 -1
481 682 1
166 682 1
134 682 1
645 682 1
521 682 1
31 682 1
140 682 1
563 682 1
682 1669 1
682 689 1
682 1388 1
682 1670 1
682 959 1
73 682 1
543 682 1
335 682 1
682 763 1
682 1671 1
525 682 1
621 682 1
682 1672 1
350 682 1
682 1673 1
682 851 1
682 1674 1
682 1675 1
361 682 1
682 700 1
71 682 1
591 682 1
682 1396 1
542 682 1
682 1052 1
554 682 1
627 682 1
270 682 1
536 682 1
529 682 1
347 682 1
682 1428 1
682 1431 1
631 682 1
682 857 1
84 682 1
682 1676 1
338 682 1
339 682 1
682 877 1
682 1409 1
682 1460 1
682 1239 1
682 1677 1
682 1678 1
410 682 1
541 682 1
682 1679 1
682 1680 1
523 682 1
682 1681 1
116 682 1
682 1682 1
682 1683 1
682 1684 1
682 1685 1
682 960 1
330 682 1
331 682 1
51 682 1
332 682 1
682 1470 1
682 1398 1
37 682 1
682 1686 1
45 682 1
682 931 1
638 682 1
137 682 1
682 1687 1
483 682 1
22 682 1
682 1402 1
682 1246 1
682 1688 1
682 1689 1
682 1690 1
484 682 1
682 961 1
682 1691 1
682 1692 1
682 1693 1
682 1247 1
682 1022 1
46 682 -1
47 682 -1
682 1389 1
682 693 1
682 1694 1
682 1695 1
682 1696 1
682 1260 1
682 1697 1
47 1135 1
47 1329 1
47 585 1
47 1698 1
47 1699 1
47 1179 1
47 1700 1
31 47 1
47 1701 1
47 1702 1
47 1703 1
47 1578 1
47 1704 1
47 83 1
47 563 1
46 47 1
47 71 1
47 555 1
47 1705 1
47 605 1
47 583 1
47 1706 1
47 56 1
47 1612 1
47 1707 1
47 1708 1
47 1709 1
47 1710 1
47 1711 1
47 1712 1
47 1576 1
47 1713 1
47 584 1
47 1714 1
47 1149 1
47 521 1
47 588 1
47 1537 1
22 47 1
47 628 1
47 270 1
47 141 1
47 1715 1
47 1716 1
47 1717 1
47 158 1
47 1718 1
47 1719 1
47 1720 1
47 1721 1
47 1722 1
47 1723 1
47 1724 1
47 805 1
47 609 1
47 1725 1
47 540 1
47 514 1
47 1526 1
47 1726 1
47 1575 1
47 70 1
47 1623 1
47 140 1
47 1727 1
47 557 1
47 535 1
47 575 1
47 361 1
47 357 1
47 1486 1
47 1728 1
47 1729 1
47 1730 1
47 1731 1
47 1732 1
47 1733 1
47 262 1
47 1565 1
47 80 1
47 564 1
47 1734 1
47 1735 1
47 81 1
47 1736 1
47 1737 1
47 1738 1
47 1739 1
47 770 1
21 47 1
47 253 1
47 1424 1
47 546 1
47 1222 1
47 1740 1
47 1505 1
47 1022 1
47 1741 1
47 529 1
47 285 1
47 137 1
47 911 1
47 591 1
47 536 1
47 636 1
47 1742 1
47 1743 1
47 877 1
47 1744 1
47 1745 -1
47 572 -1
47 568 -1
47 676 -1
47 690 -1
47 618 -1
47 543 -1
47 1425 -1
47 1746 1
47 1747 1
47 1748 1
47 1749 1
47 1750 1
47 1751 1
47 1752 1
47 1753 1
47 1754 1
47 1755 1
47 1756 1
47 1757 1
47 1758 1
47 1759 1
47 1760 1
47 1761 1
47 1762 1
47 1763 1
47 1764 1
47 1765 1
47 1766 1
47 1767 1
47 1768 1
47 1769 1
47 1770 1
47 1771 1
47 263 1
47 1772 1
47 1773 1
47 1774 1
47 1429 1
9 47 1
47 1775 1
47 1776 1
47 1777 1
47 1778 1
47 1779 1
47 1780 1
47 1781 1
47 1782 1
47 1783 1
47 1784 1
47 1785 1
47 1786 1
47 1787 1
47 1788 1
47 1789 1
47 1790 1
47 768 1
47 1791 1
47 1792 1
47 1793 1
47 1794 1
47 1795 1
47 1796 1
47 1428 1
47 674 1
47 533 1
47 1797 -1
47 1798 -1
47 1799 -1
47 1800 -1
47 1801 -1
47 1802 -1
47 1033 -1
47 1803 -1
47 1804 -1
47 1805 -1
47 1806 -1
47 530 -1
47 1317 -1
47 1807 -1
47 702 -1
47 1808 -1
47 1134 -1
47 678 -1
47 1660 -1
47 134 -1
47 1809 -1
47 1810 -1
47 589 -1
47 699 -1
47 542 -1
47 675 -1
47 1190 -1
47 51 -1
47 1389 -1
47 1388 -1
689 1811 1
561 689 1
22 689 1
689 747 1
689 925 1
137 689 1
689 1154 1
645 689 1
689 900 1
397 689 1
689 870 1
554 689 1
689 1812 1
689 1813 1
689 857 1
689 1814 1
689 1815 1
689 1816 1
641 689 1
97 689 1
528 689 1
689 914 1
350 689 1
689 1817 1
689 1818 1
52 689 1
544 689 1
689 948 1
689 1299 1
689 761 1
689 1528 1
689 957 1
689 1669 1
541 689 1
539 689 1
689 1171 1
689 1819 1
689 1820 1
689 926 1
689 1821 1
689 908 1
689 1822 1
689 934 1
536 689 1
518 689 1
689 702 1
689 988 1
689 1823 1
356 689 1
689 1160 1
689 903 1
618 689 1
514 689 1
689 717 1
689 1824 1
689 1825 1
689 842 1
628 689 1
625 689 1
277 689 1
689 1004 1
689 1826 1
689 1827 1
689 1828 1
689 1829 1
689 1830 1
689 1831 1
523 689 1
689 692 1
660 689 1
689 1832 1
689 924 1
689 727 1
689 1833 1
689 1834 1
689 770 1
580 689 1
689 1492 1
689 1445 1
75 689 1
638 689 1
689 1835 1
175 689 1
689 1836 1
689 896 1
689 1096 1
154 689 1
689 1837 1
601 689 1
659 689 1
658 689 1
689 1838 1
395 689 1
665 689 1
689 1839 1
630 689 1
689 1840 1
689 1841 1
599 689 1
145 689 1
689 1842 1
689 1843 1
689 989 1
689 987 1
689 1844 1
579 689 1
689 897 1
689 1845 1
689 1846 1
689 1436 1
689 1513 1
689 1847 1
689 1848 1
689 1849 1
689 1850 1
689 1500 -1
689 1807 -1
71 521 1
71 134 1
71 716 1
71 523 1
71 763 1
71 543 1
71 1131 1
71 140 1
31 71 1
71 1851 1
71 1290 1
71 955 1
71 1852 1
71 1853 1
71 1179 1
71 660 1
71 1854 1
71 525 1
71 137 1
71 1855 1
71 633 1
71 350 1
71 714 1
71 1478 1
71 620 1
71 1388 1
71 645 1
71 121 1
71 547 1
71 130 1
71 1119 1
71 590 1
71 1856 1
71 823 1
71 536 1
71 951 1
51 71 1
71 529 1
71 554 1
71 843 1
71 1517 1
71 1806 1
71 1857 1
71 1486 1
71 1858 1
71 556 1
71 1859 1
71 622 1
71 623 1
71 954 1
71 770 1
71 957 1
71 1308 1
71 73 1
71 1827 1
71 519 1
71 542 1
71 1860 1
71 270 1
71 1100 1
71 132 1
71 362 1
71 558 1
71 1861 1
71 1862 1
71 1231 1
71 1863 1
71 1196 1
71 1515 1
71 628 1
71 1356 1
71 627 1
71 116 1
71 638 1
71 1864 1
71 1865 1
71 1361 1
71 1328 1
71 631 1
71 1399 1
71 1022 1
71 676 1
71 591 1
71 692 1
71 555 1
71 1742 1
71 1866 1
71 522 1
71 636 1
71 618 1
71 1420 1
71 1684 1
71 592 1
71 657 1
71 1867 1
71 621 1
71 1868 1
71 1869 1
71 1559 1
71 681 1
71 1870 1
71 1665 -1
71 557 1
71 1819 1
71 1003 1
71 198 1
71 769 1
71 575 1
71 1871 1
38 1872 1
38 39 1
38 1873 1
38 1874 1
28 38 1
38 1875 1
38 545 1
38 1876 1
38 134 1
38 1239 1
38 250 1
38 1877 1
38 282 1
38 1878 1
38 1879 1
38 1880 1
38 535 1
38 1881 1
38 135 1
38 356 1
38 240 1
38 1882 1
38 1883 1
15 38 1
38 235 1
38 1884 1
38 1885 1
38 1886 1
38 1887 1
38 1689 1
38 1888 1
38 283 1
38 1889 1
38 1433 1
38 73 1
38 1890 1
38 379 1
38 133 1
38 1094 1
38 1891 1
38 1892 1
38 921 1
38 962 1
38 891 1
38 1893 1
38 1894 1
38 1895 1
38 1896 1
38 1897 1
38 556 1
38 98 1
38 95 1
38 1898 1
38 1899 1
38 1900 1
38 298 1
38 1861 1
8 38 1
38 306 1
38 1901 1
38 97 1
38 1902 1
38 536 1
38 1680 1
38 355 1
38 360 1
38 1903 1
38 1684 1
38 1904 1
38 1905 1
38 716 1
38 175 1
38 911 1
38 877 1
38 1906 1
38 1907 1
38 1908 1
38 1909 1
564 717 1
423 564 1
564 779 1
564 711 1
277 564 1
564 617 1
564 1249 1
285 564 1
563 564 1
564 1014 1
564 1910 1
564 572 1
564 877 1
542 564 1
564 832 1
564 744 1
564 571 1
564 770 1
140 564 1
564 1035 1
564 1125 1
564 778 1
564 732 1
40 564 1
259 564 1
9 564 1
564 1027 1
564 858 1
513 564 1
564 611 1
564 1911 1
514 564 1
564 806 1
564 587 1
564 785 1
564 1009 1
564 1139 1
41 564 1
564 1017 1
564 726 1
158 564 1
77 564 1
564 771 1
564 618 1
564 1070 1
564 1044 1
525 564 1
80 564 1
154 564 1
564 1912 1
81 564 1
564 700 1
564 1075 1
564 1913 1
564 612 1
564 1511 1
564 1015 1
564 1914 1
356 564 1
564 610 1
564 1101 1
124 564 1
564 1187 1
564 1915 1
21 564 1
175 564 1
564 1579 1
564 1315 1
185 564 1
564 1522 1
186 564 1
564 1916 1
58 564 1
564 1186 1
564 716 1
564 1004 1
564 1312 1
564 1917 1
564 737 1
564 763 1
564 791 1
564 1466 1
564 819 1
564 1918 1
429 564 1
564 707 1
564 1702 -1
564 585 -1
564 888 1
564 1869 1
564 851 1
564 1201 1
564 1919 1
564 813 1
350 564 1
564 1920 1
564 1550 -1
564 1102 -1
31 1172 1
31 521 1
31 1546 1
31 134 1
31 140 1
22 31 1
31 543 1
31 1921 1
31 1282 1
31 955 1
31 1388 1
31 1011 1
31 542 1
31 1022 1
31 624 1
31 520 1
31 49 1
31 591 1
31 73 1
31 1855 1
31 262 1
31 575 1
31 522 1
31 557 1
31 45 1
31 1922 1
31 770 1
31 1389 1
31 1923 1
31 638 1
31 534 1
31 716 1
31 1924 1
31 889 1
31 141 1
31 382 1
31 1925 1
31 277 1
31 628 1
31 1039 1
31 361 1
31 1539 1
31 607 1
31 1896 1
31 676 1
31 944 1
31 618 1
31 1926 1
31 374 1
31 587 1
31 1163 1
31 626 1
31 580 1
31 523 1
31 541 -1
31 1239 -1
31 589 -1
625 660 1
560 660 1
660 840 1
660 848 1
572 660 1
660 1407 1
660 1035 1
660 1297 1
22 660 1
277 660 1
636 660 1
566 660 1
516 660 1
660 1295 1
520 660 1
627 660 1
660 1927 1
660 857 1
529 660 1
660 877 1
660 1234 1
530 660 1
621 660 1
660 813 1
660 690 1
140 660 1
660 1147 1
374 660 1
626 660 1
590 660 1
660 1100 1
591 660 1
580 660 1
610 660 1
543 660 1
660 1294 1
660 1928 1
660 769 1
110 660 1
660 1181 1
660 955 1
620 660 1
660 763 1
660 1575 1
660 1316 1
660 761 1
660 764 1
660 1328 1
660 1231 1
660 1229 1
660 1305 1
660 1304 1
660 1176 1
660 1361 1
660 1929 1
357 660 1
660 1142 1
628 660 1
660 1318 1
660 959 1
660 1052 1
618 660 1
321 660 1
524 660 1
536 660 1
134 660 1
660 1486 1
558 660 1
660 1869 1
660 1930 1
660 1931 1
660 1360 1
660 1932 1
660 1933 1
660 1934 1
660 1935 1
395 660 1
350 660 1
660 702 1
660 1936 1
569 660 1
660 1163 1
660 911 1
660 1937 1
660 1938 1
660 1483 1
12 660 1
151 660 1
660 1509 1
660 1146 1
660 1939 1
660 1940 1
140 543 1
140 521 1
140 563 1
140 542 1
52 140 1
134 140 1
140 823 1
140 716 1
140 1941 1
140 546 1
140 794 1
83 140 1
140 245 1
140 547 1
140 843 1
140 534 1
140 1393 1
140 1239 1
140 1942 1
140 374 1
140 889 1
140 1809 1
140 1943 1
140 1020 1
140 571 1
140 1425 1
140 1944 1
140 598 1
118 140 1
140 751 1
140 536 1
140 555 1
140 349 1
140 1545 1
140 350 1
140 558 1
140 1945 1
49 140 1
140 1946 1
140 592 1
140 813 1
140 1009 1
140 585 1
140 1207 1
4 140 1
140 789 1
140 262 1
140 1947 1
140 263 1
140 618 1
140 1948 1
114 140 1
140 840 1
140 1022 1
140 710 1
140 1284 1
140 321 1
140 559 1
73 140 1
124 140 1
140 359 1
140 1949 1
140 628 1
140 1926 1
140 306 1
140 677 1
132 140 1
140 1950 1
72 140 1
140 1951 1
140 529 1
140 1952 1
130 140 1
140 329 1
140 1953 1
140 270 1
135 140 1
140 1954 1
140 1102 1
140 1955 1
140 1308 1
140 1296 1
140 1956 1
140 1957 1
140 1958 1
140 1241 1
137 140 1
140 1959 1
140 497 1
140 360 1
140 1960 -1
140 616 -1
140 544 1
140 888 1
140 569 1
22 140 1
140 1961 1
140 1962 1
140 557 1
46 140 1
140 676 1
140 530 1
140 522 1
140 997 1
140 552 1
140 1700 1
140 573 1
140 1963 1
140 575 1
140 1819 1
140 1964 1
140 285 1
140 768 1
140 637 1
140 1965 1
140 1359 1
140 877 1
140 611 1
140 1163 1
140 623 1
69 140 1
140 1807 1
140 1035 1
140 1966 1
140 880 1
140 1967 1
140 1537 1
140 1968 1
140 1969 1
140 1094 1
140 974 1
140 1271 -1
140 1240 -1
140 705 -1
140 1275 -1
140 1660 -1
140 1276 -1
140 1536 -1
544 1970 1
544 1971 1
544 891 1
544 803 1
544 790 1
544 1972 1
538 544 1
544 1973 1
544 595 1
397 544 1
539 544 1
544 1277 1
544 1974 1
544 632 1
544 1975 1
544 1818 1
544 1976 1
544 578 1
544 1977 1
544 917 1
544 989 1
544 1431 1
544 1978 1
544 1979 1
544 1980 1
544 1981 1
544 984 1
544 1982 1
544 1838 1
544 1983 1
544 600 1
52 544 1
544 661 1
544 915 1
544 666 1
544 1850 1
544 1984 1
544 983 1
544 1985 1
544 1986 1
145 544 1
544 569 1
544 1987 1
544 684 1
544 579 1
544 1836 1
544 945 1
544 577 1
544 1988 1
544 1989 1
544 1990 1
544 1991 1
544 901 1
544 1487 1
544 1992 1
544 892 1
544 1993 1
544 1449 1
544 995 1
544 673 1
536 544 1
544 675 1
544 1994 1
544 1995 1
544 990 1
534 544 1
544 986 1
544 1160 1
544 1996 1
544 1997 1
563 717 1
563 716 1
563 840 1
563 645 1
563 770 1
543 563 1
134 563 1
563 610 1
554 563 1
245 563 1
563 572 1
563 732 1
530 563 1
563 590 1
563 1285 1
563 779 1
563 680 1
563 588 1
270 563 1
563 628 1
306 563 1
563 877 1
529 563 1
563 744 1
563 618 1
563 1523 1
563 764 1
563 789 1
563 797 1
563 785 1
563 571 1
9 563 1
318 563 1
521 563 1
541 563 1
563 625 1
563 1295 1
542 563 1
52 563 1
350 563 1
563 1998 1
563 1189 1
356 563 1
175 563 1
563 587 1
563 1009 1
426 563 1
563 626 1
194 563 1
563 737 1
563 1208 1
563 1999 1
563 777 1
563 811 1
563 1734 1
563 1035 1
563 2000 1
563 2001 1
563 1472 1
563 796 1
563 1623 1
563 623 1
374 563 1
516 563 1
563 783 1
563 954 1
563 1680 1
563 1537 1
563 591 1
563 1409 1
563 1673 1
267 563 1
563 621 1
563 1247 1
563 681 1
563 1052 1
563 584 1
563 1022 1
550 563 1
563 690 1
285 563 1
563 1179 1
563 832 1
563 1910 1
563 1739 1
154 563 1
563 617 1
155 563 1
563 1365 1
56 563 1
563 1190 1
532 563 1
563 1845 1
563 1119 1
563 1431 1
563 575 1
563 1239 -1
563 1240 -1
563 2002 -1
625 957 1
625 1308 1
541 625 1
625 876 1
625 1831 1
520 625 1
9 625 1
542 625 1
625 1180 1
155 625 1
351 625 1
285 625 1
625 1196 1
625 1322 1
196 625 1
451 625 1
625 1407 1
625 744 1
625 742 1
625 858 1
625 877 1
516 625 1
245 625 1
625 1920 1
625 800 1
625 2003 1
625 685 1
625 803 1
625 2004 1
523 625 1
625 732 1
575 625 1
625 1515 1
618 625 1
374 625 1
625 2005 1
625 754 1
625 794 1
625 1133 1
254 625 1
276 625 1
625 2006 1
543 625 1
625 850 1
625 1169 1
625 730 1
525 625 1
625 2007 1
114 625 1
232 625 1
592 625 1
625 1262 1
625 2008 1
625 2000 1
625 714 1
625 1361 1
625 866 1
127 625 1
625 2002 1
273 625 1
625 1302 1
625 2009 1
625 1693 1
625 1674 1
625 2010 1
625 733 1
625 1022 1
623 625 1
625 1229 1
625 813 1
625 1156 1
625 848 1
611 625 1
22 625 1
588 625 1
625 1033 1
625 1445 1
7 625 1
625 1239 1
625 1284 1
625 2011 1
625 2012 1
625 1466 1
302 625 1
272 625 1
625 887 1
116 625 1
625 1536 1
625 1537 1
625 2013 1
625 1321 1
307 625 1
625 1806 1
625 1163 1
244 625 1
515 625 1
625 2014 1
625 716 1
625 2015 1
625 1359 1
541 716 1
716 732 1
617 716 1
543 716 1
572 716 1
716 2016 1
270 716 1
688 716 1
716 758 1
566 716 1
685 716 1
134 716 1
360 716 1
716 1855 1
716 717 1
716 1009 1
529 716 1
43 716 1
716 851 1
588 716 1
716 1239 1
520 716 1
575 716 1
627 716 1
716 751 1
716 857 1
716 2017 1
335 716 1
349 716 1
716 1399 1
716 1423 1
141 716 1
716 785 1
80 716 1
9 716 1
716 736 1
711 716 1
716 2018 1
716 1044 1
610 716 1
716 848 1
571 716 1
716 1057 1
716 1312 1
716 2019 1
716 2020 1
259 716 1
549 716 1
546 716 1
193 716 1
716 1285 1
716 2021 1
716 1010 1
716 1024 1
716 733 1
716 1365 1
716 1523 1
716 1206 1
716 2022 1
716 731 1
716 1674 1
716 839 1
716 835 1
63 716 1
716 813 1
515 716 1
716 870 1
716 769 1
716 770 1
452 716 1
255 716 1
69 716 1
716 1445 1
716 1451 1
716 2023 1
516 716 1
616 716 1
626 716 1
716 1032 1
716 2024 1
7 716 1
692 716 1
623 716 1
73 716 1
591 716 1
716 954 1
522 716 1
716 1472 1
620 716 1
716 1482 1
716 1806 1
313 716 1
590 716 1
716 1297 1
716 962 1
628 716 1
316 716 1
618 716 1
137 716 1
716 1106 1
716 797 1
716 1998 1
596 716 1
558 716 1
116 716 1
716 1413 1
716 877 1
716 1848 1
580 716 1
716 2025 1
716 951 1
346 716 1
716 1517 1
716 1400 1
716 1470 1
716 2026 1
716 1308 1
716 2027 1
382 716 1
585 716 -1
716 1017 -1
716 1248 -1
716 1253 -1
716 1250 -1
716 1612 1
285 716 1
716 742 1
716 1108 1
716 779 1
716 726 1
693 716 1
716 1969 1
716 1954 1
716 1514 1
716 1105 1
716 1313 1
716 1186 1
716 2028 1
716 1448 1
716 2029 1
690 716 1
553 716 1
557 716 1
716 2030 1
716 1320 1
46 716 1
716 1960 -1
716 1081 -1
716 885 -1
716 2031 -1
719 851 1
715 851 1
758 851 1
851 1389 1
785 851 1
781 851 1
63 851 1
477 851 1
744 851 1
851 870 1
755 851 1
118 851 1
239 851 1
717 851 1
80 851 1
851 2032 1
710 851 1
285 851 1
851 1319 1
851 1188 1
739 851 1
851 1143 1
736 851 1
753 851 1
